date,time,y_true,y_pred
2024-06-17,04:45,1.7353521047024485,2.6629367
2024-06-17,05:00,3.928653911279313,3.8899405
2024-06-17,05:15,7.318328145245366,7.2775044
2024-06-17,05:30,7.036351107161408,6.2777157
2024-06-17,05:45,11.255364046921876,10.159553
2024-06-17,06:00,12.691918099150232,11.351724
2024-06-17,06:15,12.633601747848584,12.172168
2024-06-17,06:30,15.86276544803422,16.139093
2024-06-17,06:45,15.58651509554877,16.681925
2024-06-17,07:00,19.76723919331579,18.887848
2024-06-17,07:15,18.82856644196857,19.888939
2024-06-17,07:30,17.033088619261264,20.086506
2024-06-17,07:45,23.68335496255216,22.167656
2024-06-17,08:00,22.17300411415034,22.11332
2024-06-17,08:15,23.41388143798857,22.2536
2024-06-17,08:30,23.109502664212105,23.844166
2024-06-17,08:45,19.048407659702143,20.102867
2024-06-17,09:00,18.68518985891397,19.055984
2024-06-17,09:15,16.545446559308274,16.438532
2024-06-17,09:30,16.20588106863853,14.5187025
2024-06-17,09:45,14.595375885418044,13.904318
2024-06-17,10:00,8.316591858878878,9.984666
2024-06-17,10:15,8.203333954239426,8.942141
2024-06-17,10:30,5.978331017629712,7.2223973
2024-06-17,10:45,6.382372167207981,6.3059554
2024-06-17,11:00,7.802031229998287,6.6041155
2024-06-17,11:15,7.503368739701679,6.8039484
2024-06-17,11:30,1.488162837534254,1.9716629
2024-06-17,11:45,6.382312302362654,5.5494504
2024-06-17,12:00,2.18289310423049,3.1842394
2024-06-17,12:15,4.781492102165284,3.869661
2024-06-17,12:30,6.7544940793128285,5.4844894
2024-06-17,12:45,1.0,2.0414588
2024-06-17,13:00,4.036872344800464,3.820935
2024-06-17,13:15,4.466564196620896,3.7422483
2024-06-17,13:30,2.787068422961005,2.6471987
2024-06-17,13:45,3.489708558791392,3.4469652
2024-06-17,14:00,3.6895505094880487,3.5623398
2024-06-17,14:15,1.0,1.8656731
2024-06-17,14:30,5.224484547546606,4.5715065
2024-06-17,14:45,5.2156113516319405,4.1039696
2024-06-17,15:00,2.2349581494587807,2.9249458
2024-06-17,15:15,3.575109039095804,4.0074835
2024-06-17,15:30,3.687383651692976,4.268068
2024-06-17,15:45,5.246394121830002,4.921321
2024-06-17,16:00,6.159580637494014,5.940951
2024-06-17,16:15,9.60621693142249,8.894668
2024-06-17,16:30,5.2447701260233295,7.193161
2024-06-17,16:45,10.15822816942102,9.540642
2024-06-17,17:00,10.83358399835425,9.677047
2024-06-17,17:15,11.108269935303868,10.181341
2024-06-17,17:30,14.662328655796902,13.968676
2024-06-17,17:45,17.080450662242765,17.262817
2024-06-17,18:00,19.039494015948744,18.085545
2024-06-17,18:15,21.54238365858855,21.104778
2024-06-17,18:30,25.142787286880324,24.591984
2024-06-17,18:45,27.998951832791004,27.129873
2024-06-17,19:00,30.60164743116746,29.347113
2024-06-17,19:15,35.08744832806355,33.95324
2024-06-17,19:30,32.39487859572175,34.441555
2024-06-17,19:45,35.65048423702292,34.671364
2024-06-17,20:00,32.04205613398277,34.12788
2024-06-17,20:15,32.63085065326064,33.086166
2024-06-17,20:30,30.71845247188821,32.383842
2024-06-17,20:45,31.5435255518034,31.64513
2024-06-17,21:00,30.412985199824444,28.989021
2024-06-17,21:15,26.106849462061906,26.875717
2024-06-17,21:30,26.643231392756256,25.445978
2024-06-17,21:45,19.526247383709546,21.66968
2024-06-17,22:00,22.294752322270483,19.034674
2024-06-17,22:15,17.39511118766667,18.265268
2024-06-17,22:30,10.185528465670291,12.959432
2024-06-17,22:45,9.276520870088364,11.802781
2024-06-17,23:00,9.877700722539274,10.095154
2024-06-17,23:15,9.140074250105004,8.954819
2024-06-17,23:30,8.615944296397632,9.146173
2024-06-17,23:45,5.117324230038109,5.7827373
2024-06-18,00:00,2.133951674611044,2.294911
2024-06-18,00:15,2.449201032814207,3.192628
2024-06-18,00:30,2.8529046439706924,3.3483565
2024-06-18,00:45,1.7358812689587209,2.1859925
2024-06-18,01:00,1.0,1.8609971
2024-06-18,01:15,1.2170252867155715,1.8365575
2024-06-18,01:30,1.0,1.6312337
2024-06-18,01:45,3.373111313076506,1.9998053
2024-06-18,02:00,4.406935650539381,3.2376013
2024-06-18,02:15,3.483110760397687,2.9220686
2024-06-18,02:30,4.663194384440827,4.3160186
2024-06-18,02:45,1.6634479990606736,1.9704192
2024-06-18,03:00,1.789473618770815,2.704421
2024-06-18,03:15,1.8088329999169075,2.66571
2024-06-18,03:30,1.0,1.8662934
2024-06-18,03:45,4.54593144573739,4.103591
2024-06-18,04:00,3.604787897818028,2.6538002
2024-06-18,04:15,2.8198551425180565,3.0807366
2024-06-18,04:30,8.601501119644729,7.4070845
2024-06-18,04:45,4.7100830600304775,4.777235
2024-06-18,05:00,5.000972237532904,5.67536
2024-06-18,05:15,5.909168710843839,6.7087154
2024-06-18,05:30,7.4446791929377,6.902802
2024-06-18,05:45,9.172484834691586,7.989353
2024-06-18,06:00,12.254568314658211,11.515907
2024-06-18,06:15,12.291921354666703,12.53465
2024-06-18,06:30,16.45683150498354,15.540293
2024-06-18,06:45,17.779325267752213,17.901382
2024-06-18,07:00,16.27352854743422,17.90468
2024-06-18,07:15,22.421259919014595,21.387957
2024-06-18,07:30,23.482178636447102,22.574686
2024-06-18,07:45,20.67410519854569,22.034573
2024-06-18,08:00,21.473558672256377,23.445307
2024-06-18,08:15,17.344469000075588,20.373137
2024-06-18,08:30,20.20832135460097,19.964933
2024-06-18,08:45,19.42715760954109,19.48948
2024-06-18,09:00,20.08010757670305,17.86962
2024-06-18,09:15,16.17160623200559,16.819145
2024-06-18,09:30,16.406124650832908,15.678718
2024-06-18,09:45,13.606312047151508,14.053056
2024-06-18,10:00,14.231651106786892,12.889025
2024-06-18,10:15,10.039760749015535,11.051143
2024-06-18,10:30,8.201166743884846,9.267445
2024-06-18,10:45,4.7405347142949,5.7719617
2024-06-18,11:00,3.930797421419717,5.5601463
2024-06-18,11:15,5.007427164958776,5.1491575
2024-06-18,11:30,4.173976981753228,4.8450384
2024-06-18,11:45,1.0,1.5449704
2024-06-18,12:00,2.8761337531009104,2.6722896
2024-06-18,12:15,4.615493675037752,3.9538126
2024-06-18,12:30,3.768131554731936,3.2658482
2024-06-18,12:45,1.0,1.9049135
2024-06-18,13:00,1.5387285807226232,2.3087769
2024-06-18,13:15,3.0057157146964864,2.5121782
2024-06-18,13:30,3.212706750630305,2.6697469
2024-06-18,13:45,1.2620618500733316,2.2865992
2024-06-18,14:00,8.303573316228627,7.0880766
2024-06-18,14:15,3.3993001694011995,3.6878338
2024-06-18,14:30,4.262375713575649,3.9685252
2024-06-18,14:45,4.028328782578343,4.6318455
2024-06-18,15:00,5.210166557328959,5.1396446
2024-06-18,15:15,4.1964360413607045,5.0035095
2024-06-18,15:30,3.747500524117859,4.3608446
2024-06-18,15:45,5.613307844777453,5.536698
2024-06-18,16:00,4.9144079398368286,5.574837
2024-06-18,16:15,10.508549666463397,9.368835
2024-06-18,16:30,5.848795750758717,8.192622
2024-06-18,16:45,10.7973784024637,10.538493
2024-06-18,17:00,13.774893107729175,11.385133
2024-06-18,17:15,13.13829443397894,13.895012
2024-06-18,17:30,14.732508356524315,16.038816
2024-06-18,17:45,20.96214881258326,20.01524
2024-06-18,18:00,21.2342211704921,21.746897
2024-06-18,18:15,24.223740418148708,24.331333
2024-06-18,18:30,31.88014042053689,28.88871
2024-06-18,18:45,30.22575775183644,31.785002
2024-06-18,19:00,35.91777255635903,35.25047
2024-06-18,19:15,41.22210719920241,38.51074
2024-06-18,19:30,44.51341280322995,44.788673
2024-06-18,19:45,45.869864250605104,46.941376
2024-06-18,20:00,50.07370023018625,49.082726
2024-06-18,20:15,53.814989436785446,55.487656
2024-06-18,20:30,57.11022538294714,57.165043
2024-06-18,20:45,58.56122971445236,60.160275
2024-06-18,21:00,60.12012205286264,60.097023
2024-06-18,21:15,65.14458671465117,63.13801
2024-06-18,21:30,64.02757603831901,63.411922
2024-06-18,21:45,58.60275983312025,63.411922
2024-06-18,22:00,63.65051932470779,59.752117
2024-06-18,22:15,66.59769591434994,61.51196
2024-06-18,22:30,63.38740477787129,63.744297
2024-06-18,22:45,65.2059478171489,61.192886
2024-06-18,23:00,59.635674575399165,60.674507
2024-06-18,23:15,53.58038598515316,55.740105
2024-06-18,23:30,56.22784548125541,52.10336
2024-06-18,23:45,56.435439356363794,53.078793
2024-06-19,00:00,3.1910687576910397,9.546604
2024-06-19,00:15,3.673060312922404,3.7370913
2024-06-19,00:30,1.0,2.972114
2024-06-19,00:45,1.0441162163714015,1.929502
2024-06-19,01:00,2.6579958114219195,2.4848018
2024-06-19,01:15,3.0186333339916342,2.1257854
2024-06-19,01:30,5.44236485445338,4.853
2024-06-19,01:45,4.277861211343049,3.9184432
2024-06-19,02:00,4.11715856064996,3.7664027
2024-06-19,02:15,4.388755420543531,4.3941345
2024-06-19,02:30,5.592306638644935,5.180645
2024-06-19,02:45,3.691243854265348,4.358486
2024-06-19,03:00,4.64281641667696,4.6856174
2024-06-19,03:15,1.0,1.5341144
2024-06-19,03:30,5.639437566294343,4.4405527
2024-06-19,03:45,1.0,2.269747
2024-06-19,04:00,3.786797984765464,3.1485138
2024-06-19,04:15,3.0060667608124114,3.1596723
2024-06-19,04:30,1.8808357832778224,1.9757285
2024-06-19,04:45,6.221576274820328,5.436522
2024-06-19,05:00,6.230188131112121,5.4608626
2024-06-19,05:15,5.46763228644132,5.10904
2024-06-19,05:30,7.844276814522244,7.28615
2024-06-19,05:45,8.847362391955544,8.328329
2024-06-19,06:00,8.299808859626658,8.499952
2024-06-19,06:15,11.040416733691831,10.799975
2024-06-19,06:30,13.29353478311493,11.664583
2024-06-19,06:45,16.99720670130134,15.629669
2024-06-19,07:00,16.009396294963597,17.368244
2024-06-19,07:15,21.22207670208099,19.619265
2024-06-19,07:30,22.69976702635054,21.945639
2024-06-19,07:45,24.61869249337272,22.531582
2024-06-19,08:00,20.77429920373316,23.55887
2024-06-19,08:15,25.16917568516191,22.87817
2024-06-19,08:30,21.994652844162054,22.279621
2024-06-19,08:45,22.09035080170409,21.636318
2024-06-19,09:00,18.435033697578238,19.400894
2024-06-19,09:15,15.9201698473621,16.341103
2024-06-19,09:30,15.82465761724205,15.750834
2024-06-19,09:45,15.460644328522172,13.994715
2024-06-19,10:00,10.22508421296538,11.043596
2024-06-19,10:15,7.518573894063858,8.710934
2024-06-19,10:30,9.01567855935515,8.640757
2024-06-19,10:45,9.19970839056401,7.992378
2024-06-19,11:00,7.210181622679851,7.9315267
2024-06-19,11:15,3.620946057227431,4.885617
2024-06-19,11:30,3.8983361625871167,5.1542916
2024-06-19,11:45,6.538393402233492,5.949827
2024-06-19,12:00,4.422370519719383,4.754459
